Labels;Repo;Predictions
Sequential,General;https://github.com/MarkPKCollier/NeuralTuringMachine;Natural Language Processing
General,Computer Vision;https://github.com/Syarujianai/deeplab-commented;
General,Computer Vision;https://github.com/GenesisDCarmen/C_Reconocimiento_Facial;
General,Computer Vision;https://github.com/aakashjhawar/traffic-sign-detection;
General;https://github.com/shunzh/pytorch-maml-rl;
General,Computer Vision;https://github.com/wpsliu123/yolo-windows;
General,Computer Vision;https://github.com/itsuki8914/CycleGAN-TF;
General,Computer Vision;https://github.com/philip-brohan/weather2weather;
General;https://github.com/lucidrains/deep-daze;
General,Computer Vision;https://github.com/rosinality/sagan-pytorch;
General,Computer Vision;https://github.com/SeonbeomKim/TensorFlow-pix2pix;
General;https://github.com/HeungChangLee/AutoML;
General,Computer Vision;https://github.com/vamsi3/pix2pix;
General,Computer Vision;https://github.com/ImagingLab/Colorizing-with-GANs;
General,Natural Language Processing;https://github.com/jadore801120/attention-is-all-you-need-pytorch;
General,Natural Language Processing,Computer Vision;https://github.com/Harry-Muzart/harry-muzart.github.io;
General,Natural Language Processing;https://github.com/guzhang480/Google_BERT;
General,Computer Vision;https://github.com/prakashpandey9/BicycleGAN;
General,Computer Vision;https://github.com/sweet-rytsar/cvfve_hw1;
General,Computer Vision;https://github.com/mathildor/DeepLab-v3;
General,Natural Language Processing;https://github.com/zapplea/bert;
General,Computer Vision;https://github.com/patientzero/timage-icann2019;
General,Computer Vision;https://github.com/yiningzeng/darknet-fork-from-AlexeyAB;
General,Natural Language Processing;https://github.com/ricsinaruto/dialog-eval;
General,Computer Vision;https://github.com/xggIoU/GCNet_global_context_module_tensorflow;
General,Computer Vision;https://github.com/lazyjek/image_feature_extract_virtualize;
General,Natural Language Processing;https://github.com/fanchenyou/transformer-study;
Sequential,General,Audio;https://github.com/ksw0306/WaveVAE;Speech
General,Computer Vision;https://github.com/Glp91/fire-detection;
General,Computer Vision;https://github.com/moallafatma/Breast_Cancer_Detection_Classification;
General,Computer Vision;https://github.com/UESBTC/DenseNet-Tensorflow;
General,Natural Language Processing,Computer Vision;https://github.com/cmsflash/efficient-attention;
General,Computer Vision;https://github.com/MishaLaskin/vqvae;
General,Reinforcement Learning;https://github.com/CharlotteMorrison/Baxter-VREP;
General,Computer Vision;https://github.com/alekseynp/stylegan2-pytorch;
General,Computer Vision;https://github.com/toanquachp/srgan;
General;https://github.com/ducha-aiki/LSUV-keras;
General;https://github.com/facebookresearch/moco;
General,Computer Vision;https://github.com/oskyhn/CNNs-Without-Borders;
General,Natural Language Processing;https://github.com/google-research/tapas;
General,Natural Language Processing;https://github.com/dpalominop/ULMFit;
General,Natural Language Processing;https://github.com/algharak/BERTenhance;
General,Computer Vision;https://github.com/Guillem96/efficientdet-tf;
General,Computer Vision;https://github.com/fastforwardlabs/deepad;
General,Natural Language Processing;https://github.com/owainwest/uniprot_bert;
General,Natural Language Processing;https://github.com/maxjcohen/transformer;
General,Natural Language Processing;https://github.com/Misoknisky/Bert-MultiGpu;
General,Computer Vision;https://github.com/facebookresearch/swav;
General,Computer Vision;https://github.com/Viveksbawa/SARAS-ESAD-Baseline;
General,Natural Language Processing;https://github.com/fstahlberg/tensor2tensor;
Sequential,General;https://github.com/nkcr/overlap-ml;Natural Language Processing
Sequential,General;https://github.com/jkkummerfeld/emnlp20lm;Natural Language Processing
General,Computer Vision;https://github.com/RuiLiFeng/invGAN;
General,Computer Vision;https://github.com/rafaelmata357/Flower-image-classifier;
General,Computer Vision;https://github.com/RyanWu2233/Style_GAN2_FFHQ;
General,Computer Vision;https://github.com/oorrppp2/darknet-pose;
General,Computer Vision;https://github.com/Uemuet/stylegan2;
General,Reinforcement Learning;https://github.com/crazyleg/TD3-reacher;
General,Natural Language Processing;https://github.com/TonyX19/bert_hyperpartisan;
General,Natural Language Processing;https://github.com/Yipeng91/text_classifier_pub;
General,Natural Language Processing;https://github.com/krocki/np-transformer;
General;https://github.com/blake58/openpose;
General,Computer Vision;https://github.com/Shraddha2013/myfileyolo;
General,Natural Language Processing;https://github.com/kiko441500/google_bert;
General,Natural Language Processing;https://github.com/gordicaleksa/pytorch-original-transformer;
General,Computer Vision;https://github.com/Mariya1285/Codeathon;
General,Natural Language Processing;https://github.com/FaskyCC/TextClassification;
General,Computer Vision;https://github.com/GuoLiuFang/maskrcnn-benchmark-lfs;
General,Computer Vision;https://github.com/mbsariyildiz/resnet-pytorch;
General,Computer Vision;https://github.com/akhadangi/EM-net;
General,Natural Language Processing;https://github.com/vanpersie32/Multigpu-Bert;
General,Computer Vision;https://github.com/shun601/4th-tellus-satellite-challenge;
Sequential,General,Audio;https://github.com/dipjyoti92/SC-WaveRNN;
General,Computer Vision;https://github.com/ravindrabharathi/FaceAgingGAN;
General,Computer Vision;https://github.com/OceanPang/Libra_R-CNN;
General,Computer Vision;https://github.com/facebookresearch/pycls;
General,Computer Vision;https://github.com/adrianjav/heterogeneous_vaes;
General,Computer Vision;https://github.com/AntonioAlgaida/Edge.SRGAN;
General,Reinforcement Learning;https://github.com/jyqhahah/rl_maddpg_matd3;
General,Natural Language Processing,Computer Vision;https://github.com/microsoft/vision-longformer;
General,Computer Vision;https://github.com/mahdi-darvish/centermask;
General,Computer Vision;https://github.com/facebookresearch/LeViT;
General,Computer Vision;https://github.com/olaviinha/NeuralImageSuperResolution;
General,Computer Vision;https://github.com/nghorbani/human_body_prior;
General,Computer Vision;https://github.com/MartinGer/Bottleneck-Transformers-for-Visual-Recognition;
General,Computer Vision;https://github.com/ngiann/ApproximateVI.jl;
General,Computer Vision;https://github.com/facebookresearch/dino;
General,Natural Language Processing;https://github.com/shreyashankar/gpt3-sandbox;
General,Natural Language Processing;https://github.com/macco3k/deepstories;
General,Graphs;https://github.com/dmlc/dgl;
General,Computer Vision;https://github.com/LukasHedegaard/continual-inference;
General,Computer Vision;https://github.com/ctuning/ck-mlperf;
Sequential,General;https://github.com/flomlo/ntm_keras;
General,Natural Language Processing;https://github.com/floraxinru/NLP_HotelReviews;
General,Natural Language Processing;https://github.com/EuphoriaYan/ChatRobot-For-Keras2;
General,Computer Vision;https://github.com/jerry73204/mobilenet-v3-rs;
Sequential,General,Audio;https://github.com/izzajalandoni/tts_models;Speech
General,Natural Language Processing;https://github.com/Nstats/bert_senti_analysis_ch;
General,Computer Vision;https://github.com/arnavdodiedo/DenseNet-MNIST;
General,Computer Vision;https://github.com/jordiae/DeepLearning-MAI;
General,Computer Vision;https://github.com/fzimmermann89/sr4rs;
General,Computer Vision;https://github.com/sidward14/gan-lab;
General,Natural Language Processing;https://github.com/joelweber97/Python3_TF_Certificate;
General,Computer Vision;https://github.com/caravagn/GDA;
General,Natural Language Processing;https://github.com/ArvidWartenberg/retrosynthesis;
General;https://github.com/JennyVanessa/Paddle-GHM;
General,Computer Vision;https://github.com/Liuyubao/transfer-learning;
General,Computer Vision;https://github.com/eriklindernoren/Keras-GAN;
General,Computer Vision;https://github.com/kklemon/bgan-pytorch;
General,Computer Vision;https://github.com/teemoeric/projet;
General,Reinforcement Learning;https://github.com/wxj77/TransferReinforcementLearning;
General,Computer Vision;https://github.com/yaxingwang/Transferring-GANs;
General,Computer Vision;https://github.com/guy-oren/DIRT-OST;
General,Computer Vision;https://github.com/jantic/DeOldify;
General,Computer Vision;https://github.com/DonCorle0ne/damage_detection;
General,Computer Vision;https://github.com/stigma0617/maskrcnn-benchmark-vovnet;
General,Computer Vision;https://github.com/ccchang1023/maskrcnn-benchmark;
Sequential,General;https://github.com/adityagilra/archibrain;Natural Language Processing
General,Computer Vision;https://github.com/jher123/GAN-experiments;
General,Natural Language Processing;https://github.com/coxy1989/tfmr;
General;https://github.com/atpaino/deep-text-corrector;
Sequential,General,Natural Language Processing;https://github.com/Asteur/RERITES-AvgWeightDescentLSTM-PoetryGeneration;Natural Language Processing
Sequential,General,Natural Language Processing;https://github.com/jhave/RERITES-AvgWeightDescentLSTM-PoetryGeneration;Natural Language Processing
General,Computer Vision;https://github.com/DT42/BerryNet;
General,Computer Vision;https://github.com/brade31919/SRGAN-tensorflow;
General,Computer Vision;https://github.com/GuessWhatGame/clevr;
General,Reinforcement Learning;https://github.com/muupan/async-rl;
General,Computer Vision;https://github.com/IBM/MAX-Object-Detector;
General,Computer Vision;https://github.com/vuongtrannguyenkhoi/darknet;
General,Computer Vision;https://github.com/dyhan0920/PyramidNet-PyTorch;
General,Computer Vision;https://github.com/ycao5602/SAL;
General,Computer Vision;https://github.com/yd8534976/conGAN;
General,Computer Vision;https://github.com/sanghyun-son/EDSR-PyTorch;
General,Computer Vision;https://github.com/kobiso/CBAM-keras;
General,Computer Vision;https://github.com/OsvaldN/APS360_Project;
Sequential,General;https://github.com/philippe554/MANN;Unknown
General,Computer Vision;https://github.com/delta6189/Anime-Sketch-Colorizer;
General,Natural Language Processing;https://github.com/YYGXjpg/BERT_WL;
General,Computer Vision;https://github.com/ShaharrHorn/Detection-Game-logic;
General;https://github.com/yikegami/openpose;
General,Computer Vision;https://github.com/alalagong/LEDNet;
General,Reinforcement Learning;https://github.com/kairproject/kair_algorithms_draft;
General,Natural Language Processing;https://github.com/brightmart/text_classification;
General,Computer Vision;https://github.com/Adren98/EczemaApp;
General,Computer Vision;https://github.com/jainshobhit/Variational-Autoencoder;
General,Computer Vision;https://github.com/tollymune/CycleGAN-PyTorch;
General,Computer Vision;https://github.com/dabsdamoon/Anime-Colorization-v0.2;
General,Computer Vision;https://github.com/WavesUR/embedded_TSM;
General,Computer Vision;https://github.com/IPLI/IPLI_Server;
General,Computer Vision;https://github.com/anjandeepsahni/face_classification;
General,Computer Vision;https://github.com/hhuaibo/darknet;
General,Natural Language Processing;https://github.com/AnttiKarlsson/finnish_ulmfit;
General,Computer Vision;https://github.com/json9512/sonarToimage;
General,Computer Vision;https://github.com/GXYM/Focal-loss;
General,Natural Language Processing;https://github.com/FlorianPfisterer/2D-LSTM-Seq2Seq;
General,Computer Vision;https://github.com/tSchlegl/f-AnoGAN;
General,Natural Language Processing;https://github.com/cedrickchee/pytorch-pretrained-BERT;
General,Natural Language Processing;https://github.com/saurabhkulkarni77/BERT_multilabel;
General,Computer Vision;https://github.com/serre-lab/gala_tpu;
General,Computer Vision;https://github.com/okason97/handshape-recognition;
General,Natural Language Processing;https://github.com/radoslawkrolikowski/sentiment-analysis-pytorch;
General,Natural Language Processing;https://github.com/fancyerii/bert;
